,Type,SMS
4929,ham,hope piss rememb ha gone hi sister someth
4930,spam,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozadecoukwrc itcould u
4931,spam,hi sexychat girl wait text text great night chat send stop stop thi servic
4932,ham,good morn boytoy yummi lip sexi bun think crave need
4933,ham,match startedindia lt gt
4934,ham,onc free call sir
4935,ham,hey want anyth buy
4936,ham,hey babe go ever figur go new year
4937,ham,kk congratul
4938,ham,g want know fuck
4939,ham,wa cancel yeah babi well sound import understand darlin give ring later thi fone love kate x
4940,ham,tomarrow want got court lt decim gt come bu stand
4941,ham,ü go home liao ask dad pick
4942,ham,omg make wed chapel frontiervil whi get good stuff
4943,ham,eatin lor goin back work soon e mountain deer show huh watch b liao veri nice
4944,ham,check maili mail varma kept copi regard membershiptak careinsha allah
4945,ham,wrong phone thi phone answer thi one assum peopl nt well
4946,ham,anyway nt think secur anyth lem know want drive south chill
4947,ham,alreadi back home probabl
4948,spam,great new call freefon claim guarante cash gift speak live oper
4949,spam,hi thi ami send free phone number coupl day give access adult parti
4950,ham,bu way calicut
4951,ham,hi probabl much fun get thi messag thought id txt u co im bore jame ha fart night
4952,ham,hi babi im sat bloodi bu mo wont home wan na somethin later call later ortxt back jess xx
4953,spam,welcom select servic ad benefit call special train advisor free mobil diall
4954,ham,lost pound sinc doc visit last week woot woot gon na celebr stuf face
4955,ham,u come back dinner rite dad ask confirm wif u
4956,ham,master buy bb co sale bf
4957,ham,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
4958,ham,vivek got call number
4959,ham,whi nt u call lunch
4960,ham,mean wa left earli check co work
4961,ham,want lt gt rs da
4962,ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
4963,ham,yup ok
4964,ham,want see pretti pussi
4965,spam,dear voucher holder next meal us use follow link pc enjoy dine experiencehttp wwwvouchmecometlpdiningasp
4966,ham,peopl game mall iouri kaila
4967,spam,urgent tri contact u today draw show prize guarante call land line claim valid hr onli
4968,spam,donat unicef asian tsunami disast support fund text donat ad next bill
4969,ham,futur plan tomorrow result today best present enjoy futur
4970,ham,cme want go ho morow wil cme thi got dear didnt say ani time
4971,ham,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
4972,ham,hey come onlin use msn
4973,ham,fine hope good take care
4974,ham,oop wa shower u call hey park garag collaps univers hospit see crazi stuff like doe happen
4975,ham,aiyo u poor thing u dun wan eat u bath alreadi
4976,ham,yar tot u knew di would happen long ago alreadi
4977,ham,gorgeou keep pix cum thank
4978,ham,boy wa late home hi father power frndship
4979,ham,jade paul u txt u rememb barm want talk u txt
4980,ham,spend new year brother hi famili let plan meet next week readi spoil
4981,ham,u today
4982,ham,said okay sorri
4983,ham,slept thinkthi time lt gt pm danger
4984,ham,network job
4985,spam,goldvik invit hi friend repli yes see wwwsmsacugoldvik stop send stop frnd
4986,ham,dont let studi stress lr
4987,ham,u haf keep busi
4988,ham,rush work school rush go hungri
4989,ham,channel
4990,ham,tell coulda real valentin wa nt u never pick noth
4991,spam,phoni award today voda number end xxxx select receiv award match pleas call quot claim code standard rate app
4992,ham,made eta taunton plan hope still okday good see xx
4993,ham,hungri buy smth home
4994,ham,hey kate hope ur ok give u buz wedlunch go outsomewher adrink towncud go watershd bit ppl fromwrk bthere love petexxx
4995,ham,drive onli read need write
4996,ham,look addi goe back monday suck
4997,ham,happi new year hope good semest
4998,ham,esplanad lor els
4999,ham,talk
5000,ham,hmph go head big baller
5001,ham,well like actual call someon punto woulda wors
5002,ham,nope sinc ayo travel ha forgotten hi guy
5003,ham,still around look pick later
5004,spam,cd u congratul ur award cd gift voucher gift guarante freeentri wkli draw xt music tnc wwwldewcomwinppmxage
5005,ham,someon ha year lt gt toyota camri like mr olayiwola mileag lt gt kit clean need know much sell rais dough soon land sell holla back
5006,ham,guess pub im im happi pig clover whatev say
5007,ham,ill b soon
5008,ham,oh k come tomorrow
5009,ham,go fool dont cheat ok
5010,ham,mobil numberpl sm ur mail idconvey regard achan ammarakheshqatar
5011,ham,way rencontr meet mountain dont
5012,spam,guarante cash prize claim yr prize call custom servic repres ampm cost p
5013,ham,u attend ur drive lesson mani time wk n day
5014,ham,uncl g check reward month
5015,ham,hello boytoy geeee miss today like send tm remind think love love kiss
5016,ham,think two still need get cash def readi
5017,ham,hey gal u wan na meet dinner nìte
5018,spam,dear xxxxxxx u invit xchat thi final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
5019,ham,babe talk think good boy miss love
5020,ham,great offic today
5021,ham,cool last littl get ani time soon
5022,ham,sad puppi nois
5023,ham,ye possibl dint tri pl dont tell ani one k
5024,ham,anyway holla whenev around becaus need excus go creep peopl sarasota
5025,ham,happen
5026,ham,wa gon na ask lol think
5027,spam,ur cashbal current pound maxim ur cashin send go onli pmeg cc hgsuiteland rowwjhl
5028,spam,privat account statement show unredeem sim point call identifi codexx expir
5029,ham,go chase run cross street
5030,spam,like tell deepest darkest fantasi call pmin stop text call nat rate
5031,ham,come friday leav pongal get ani news work place
5032,ham,hey veri inconveni si huh
5033,ham,ok vldo u know got adsens approved
5034,ham,wa realli good see day dudett miss
5035,ham,want go perumbavoor
5036,ham,mani time told stage use laugh listen aha
5037,spam,wo nt believ true incred txt repli g learn truli amaz thing blow mind ofwd onli ptxt
5038,ham,nt hear
5039,ham,thank talk saturday veri dear cherish brother role model
5040,ham,pl clarifi back open return ticket prepon go back kerala
5041,spam,natali f invit friend repli yes see wwwsmsacunataliek stop send stop frnd
5042,ham,ran younger man make pretti babi togeth
5043,spam,jamster get free wallpap text heart c appli onli need help call
5044,ham,ic lol play door sometim yo
5045,ham,dunno dad said come home bring us lunch yup go w u lor call u reach school lor
5046,ham,sent jd custom servic cum account execut ur mail id detail contact us
5047,ham,desires u go doctor liver get bit stylish get ur hair manag
5048,ham,hmmmstill dont open
5049,ham,yeah basic ani time next week get away mom amp get befor
5050,ham,edison ha rightli said fool ask question wise man answer know whi us speechless dure viva gm gn ge gnt
5051,ham,vote wherev heart guid
5052,ham,si lor juz watch italian job
5053,ham,tick tick tick could die loneli know pouts stomp feet need
5054,ham,lmao know well
5055,spam,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd veri latest offer calloptoutlf
5056,ham,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club thi week way
5057,ham,goodnight da thangam realli miss u dear
5058,ham,hey next sun basic yoga cours bugi go pilat intro next sat tell time r free
5059,ham,geeeee internet realli bad today eh
5060,spam,free video camera phone half price line rental mth cross ntwk min txt call mobileupd calloptout
5061,ham,think disturb da
5062,ham,sorri call later meet sir
5063,ham,havent stuck orchard dad car go dinner u leh r free tonight
5064,ham,ok also wan watch e pm show
5065,ham,dunno lei like dun haf
5066,ham,brother transfer onli lt gt lt gt pa
5067,ham,call later afternoon onword mtnl servic get problem south mumbai hear nt listen
5068,spam,uk break accommodationvouch term condit appli claim mustprovid claim number
5069,ham,talk g x
5070,ham,hai dear friend thi new amp present number rajitha raj ranju
5071,spam,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
5072,ham,differ style
5073,spam,win shop spree everi week start play text store skilgm tscs winawk age perweeksub
5074,ham,gud ni dearslp welltak careswt dreamsmuah
5075,ham,want sent lt gt mesag today sorri hurt
5076,spam,thi nd attempt contract u thi week top prize either cash prize call
5077,ham,well glad nt find total disagre lol
5078,ham,guy flash go call call madam take care oh
5079,spam,want new nokia colour phone deliveredtomorrow free minut ani mobil free text free camcord repli call
5080,ham,mark work tomorrow get hi work hous meet u afterward
5081,ham,keep ur problem ur heart bcoz nobodi fight u onli u amp u fight ur self amp win battl vivekanand g sd ham yeah give call got minut ham hi babe uawak feellikw shitjustfound via alett thatmum gotmarri thnovbehind ourback fuckinnic selfish deviousbitchanyway l call u
5082,ham,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one amaz
5083,ham,aiya discuss later lar pick ü
5084,ham,hey happi birthday
5085,ham,sorri miss call pleas call back
5086,ham,omg one thing anoth cat ha worm doe thi bad day end
5087,ham,good morn im suffer fever dysentri abl come offic today
5088,ham,wont anyth de
5089,ham,type stuff sing
5090,ham,st andr virgil cream
5091,ham,check room befor activ
5092,ham,fri ah oki lor goin drivin den go shoppin tt
5093,ham,gokila talk aha
5094,ham,hi shanil rakhesh herethank exchang uncut diamond stuffleav back excel servic dino prem
5095,ham,kkthi month kote birthday know
5096,ham,realli realli broke oh amount small even lt gt
5097,ham,sorri thi mate phone didnt write love kate
5098,spam,themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpaperal free
5099,ham,ah well confus thing doesnt thought wa friend mayb wrong thing alreadi sort invit tho may come co money
5100,ham,aight call onc close
5101,ham,nope fine might nap tho
5102,spam,thi msg mobil content order ha resent previou attempt fail due network error queri customersqueri netvisionukcom
5103,ham,news hassl get weed week andr ha money haughaighgtujhyguj
5104,ham,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck wa speed toward gal wn wa hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msg gud ni
5105,ham,wnt buy bmw car urgentlyit vri urgentbut hv shortag lt gt lacsther sourc arng di amt lt gt lacsthat prob
5106,ham,ding ya break fassyol blacko londn
5107,ham,realli need kiss u miss u babi ur babi eva
5108,ham,sign matur start say big things actual start understand small thing nice evening bslvyl
5109,ham,oh got mani respons
5110,spam,new messag pleas call
5111,ham,reach sch alreadi
5112,spam,decemb onli mobil mths entitl updat latest colour camera mobil free call mobil updat vco free
5113,ham,u definit need modul e human di sem izzit u wan take modul st
5114,ham,argh whi fuck nobodi town
5115,spam,get lion england tone repli lionm mono lionp poli go wwwringtonescouk origin n best tone gbp network oper rate appli
5116,ham,thank fill complet calm reassur
5117,ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
5118,ham,drive train
5119,ham,lol real told dad cancer
5120,spam,privat account statement
5121,ham,oop lt gt
5122,ham,enufcredeit tocallshal ileav uni get bu yor hous
5123,ham,hi chikku send nice msg
5124,ham,imposs argu alway treat like hi sub like never releas remind necessari
5125,ham,work ah den plu lor u workin oso rite den go orchard lor place go liao
5126,ham,wonder okor great month cherish guy wish well day mojibiola
5127,ham,cuz ibor wan na studi
5128,ham,wot wed nite onli til
5129,ham,rose red red blood blood heart heart u u send ti ur friends includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri
5130,ham,ani way
5131,ham,suck go u hair free right
5132,ham,still work thi time also tri ad zero wa save check lt gt
5133,ham,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep
